Название;КПП;Сайт;Категория;ИНН;Почта;Адрес;Телефон;ОГРН
Гелеон, ООО;470501001;www.ge-leon.ru ;Заводы полимерных материалов и изделий;4705053055;sale@ge-leon.ru;Гатчина, ул. Железнодорожная, 45;+7 (812)952-72-49 ;1114710000000
Хоупак, АО;343801001;www.houpack.ru ;Заводы полимерных материалов и изделий;3438000480;houpacks@yandex.ru;Урюпинск, ул. Гора Восточная мкр., 138;+7 (84442)3-24-93 ;1023400000000
Фокстанк Моторс, ООО;526001001;www.foxtank.ru ;Машиностроительные заводы;5261068651;sales@foxtank.ru;Нижегородская обл., г. Кстово, ул. Магистральная, д. 4Б;7831112;1095260000000
Мечта, ООО;132201001;;Молочные заводы;1322122421;info.mechta@sferarm.ru;Мордовия респ., рп Чамзинка, ул. Республиканская, д. 30;;1091320000000
ИП Абрукин Илья Аркадьевич;;viktoris.ru ;Текстильные фабрики;7,45E+11;roznica_74@mail.ru;454012, область Челябинская, г. Челябинск, ул. Копейское шоссе, 36-Е;+7 (351) 221-00-01 ;322746000000000
Дормаш, АО;131501001;dorozhnik.org ;Машиностроительные заводы;1315098680;tdumz@mail.ru;Мордовия респ., с. Большая Елховка, ул. Заводская, д. 1А; (83441)3-06-11 ;1021300000000
Снегирева Ольга Борисовна, ИП;;;Трикотажные фабрики;3,70E+11;dicolore@mail.ru;Ивановская область, Иваново, Наговицыной-Икрянистовой, д. 6;79203783039;309370000000000
ФИРМА АйСи, ООО;770401001;www.aisee.ru ;Кондитерские фабрики;7706099185;info@aisee.ru;Московская обл., г. Москва, ул. Мантулинская, д. 7;+7 (495)648-98-43 ;1037740000000
Марчегалия РУ, ООО;332901001;www.marcegaglia.ru ;Заводы металлоконструкций;7702681272;ru@marcegaglia.com;Владимирская область, Владимир, ул. Большая Нижегородская, 92Б;+7 (4922)40-56-56 ;1087750000000
ПУР Пэшн, ООО;770301001;opt.purepassion.ru ;Заводы металлоконструкций;7714919226;sales@purepassion.ru;Московская обл., г. Москва, ул. Красная Пресня, д. 9;+7 (499)504-98-76 ;1137750000000
Клевер, ООО;770301001;www.cleverhobby.ru ;Целлюлозно-бумажные комбинаты;7730164068;info@cleverhobby.ru;Москва, ул. Заморенова, 25/5, строение 1;+7 (495)933-27-67 ;1037730000000
ООО ЛИНДпак;;lindpack.ru ;Заводы полимерных материалов и изделий;4705091340;sliva@lindpack.ru;г. Санкт-Петербург, ул. Октябрьская набережная, д. 6, стр. в;88006004096;1214700000000
"МЭЗ ""Уралэлектро"", АО";560601001;www.uralelectro.ru ;Электромеханические заводы;5606000223;mail@uralelectro.ru;Медногорск, ул. Моторная, 1А;+7 (35379)34501 ;1025600000000
ЭНЕЛ Россия, ПАО;667101001;www.enelrussia.ru/ru/about-us/konakovskaya-gres.html ;Электромеханические заводы;6671156423;office.russia@enel.com;Тверская область, Конаково, ул. Промышленная, дом 12;+7 (48242)38359, 38350 ;1046600000000
НЗСП, ООО;615001001;nzsp.ru ;Химические заводы;6150052200;nzsp-n@yandex.ru;Новочеркасск, ул. Баклановский, 184;+7 (8635)266-160 ;1066150000000
4Д Конструктор, ООО;504701001;4d-constructor.ru/ ;Мебельные фабрики;7730712500;mail@4d-constructor.ru;Московская обл., г. Долгопрудный, ул. Лётная, 1;+7 (926)4176577, Менеджер по работе с клиентами ;5147750000000
Агрофирма Боровская, АО;451001001;afbor.ru ;Мясоперерабатывающие заводы;4510008526;kgnafb-secret@bk.ru;Курганская область, с. Новая Сидоровка, ул. Боровая, д. 3;+7 (3522)437200 ;1024500000000
"ООО ""ЗБИ ""Геобурмаш""";;gbm.ru ;Инструментальные заводы;6606034175;snab@gbm.rusales@gbm.ru;ул. Конструкторов, 5;8-800-302-83-83 ;1106610000000
Инкаб, ООО;594801001;www.incab.ru ;Кабельные заводы;5904199692;mail@incab.ru;Пермский край, Пермь, ул. 25-го Октября, 106;+7 (342)211-41-41 ;5085900000000
Уралкабель, АО;665801001;uralcable.ru/ ;Кабельные заводы;6658004598;office@uralcable.ru;Екатеринбург, ул. Пушкина, 7Л;+7 (343)247-80-00 ;1026600000000
Биопласт, ООО;771701001;www.helyx.ru ;Заводы полимерных материалов и изделий;7717588798;partner@helyx.ru;Москва, ул. Флотская, д. 5а, офис 409;7495140;5077750000000
ВКФ, ООО;745901001;www.wishcon.ru ;Кондитерские фабрики;7402008450;sealex@mail.ru;Челябинская обл., п. Вишневогорск, ул. Советская, д. 95;6804;1067400000000
Тимошенков Андрей Борисович, ИП;;korvet-spec.ru ;Швейные фабрики;5,50E+11;korvetomsk@yandex.ru;Омская обл., г. Омск, пр-т Губкина, д. 8;+7 (3812)217-991 ;304550000000000
АВМ-Групп, ООО;710401001;www.proshlang.ru ;Заводы полимерных материалов и изделий;7104055590;avm-groupp@mail.ru;Тульская область, Тула, пр-т Ленина, д. 108;+7 (916)083-82-02 ;1077100000000
Питомник Вашутино, ООО;504701001;www.fittonia.ru ;Питомники;5047087743;opt@fittonia.ru;Московская обл., д. Вашутино, участок 11;+7 (495)532-32-74 ;1075050000000
Промагропак, ООО;231201001;www.perzoff.ru ;Мукомольные заводы;2312116533;perzoff@mail.ru;Краснодарский край, Краснодар, ул. Таманская, д. 182;+7 (861)20-70-444 ;1052310000000
Бэби-БУМ, ООО;263501001;bb-kids.ru ;Швейные фабрики;2634800610;bboom@bk.ru;Ставропольский край, Ставрополь, ул. Краснофлотская, д. 88;7962332;1102650000000
"ЦНТ, ООО МНПФ, ООО (ООО МНПФ ""Центр Новые Технологии"")";632401001;www.tornado-rf.ru ;Приборостроительные заводы;6322025466;cnt-tlt@yandex.ru;Самарская область, Тольятти, ул. Ярославская, 12, строение 15;78003333900;1036300000000
Худько Светлана Анатольевна, ИП;;fartuk.ds37.ru ;Швейные фабрики;3,70E+11;fartuk37@mail.ru;Ивановская обл., г. Иваново, ул. 2-я Ключевая, д. 10, офис 14;+7 (960)508-38-68 ;304370000000000
ООО «Рекорд-инжиниринг»;667101001;www.rekord-eng.com/ ;Машиностроительные заводы;6671453151;com@rekord-eng.com;Екатеринбург, пр. Ленина, 10, офис 401;8-800-200-71-25 ;1146670000000
"ООО ""ПК АНКЕР""";691001001;anker69.ru ;Металлообрабатывающие заводы;6910023233;zakaz@anker69.ruinbox@anker69.ru;171502, Кимры, Орджоникидзе, 83;8 800 700 06 82 ;1166950000000
"ООО ""ХИМСПЕЦ""";;himspez.ru ;Химические заводы;5050120581;him-spez@yandex.ruinfo@himspez.ru;Московская область, город Щёлково, деревня Богослово, стр. 100;+7 (495)749-20-44 ;1155050000000
"ПТФ ""Пекоф"", ЗАО";583401001;pekof.com ;Производители галантерейных изделий;5834009948;pekofmarket@mail.ru;Пензенская область, Пенза, ул. Чаадаева, 121;+7 (8412)57-19-90 ;1025800000000
ПНК, АО;770601001;www.1pnk.ru/contacts/kamnerechenskiy/ ;Комбинаты нерудных материалов;7708670326;info.kmr@1pnk.ru;Новосибирская область, Тогучинский р-н, с. Буготак, ул. Сопочная, 1;+7 (383)230-88-73 ;1087750000000
Семигорье, ООО;671401001;www.semigorye.ru ;Кондитерские фабрики;6731066632;commdirector@semigorye.ru;Смоленская область, д. Ясенная, Солнечная ул., д. 48;+7 (4812)34-48-05 ;1086730000000
ARCOBALENOmaster Москва;;;Производители галантерейных изделий;;arcobalenomaster@yandex.ru;Московская область, Москва;8-925-274-20-00 ;
"Предприятие ""Элтекс"", ООО";541001001;eltex-co.ru/ ;Заводы радиоаппаратуры;5410108110;eltex@eltex-co.ru;Новосибирская обл., г. Новосибирск, ул. Окружная, д. 29В;7383263;1025400000000
Скоровар, ООО;544501001;skorovar.com ;Производители бакалеи;5407048862;office@skorovar.com;Новосибирская область, Новосибирск, ул. Серебренниковская, 23, офис 7а;7383170;1085410000000
РТИ-КОМПОНЕНТ ООО;164801001;rubberstar.ru ;Заводы РТИ;1650206681;sale@rubberstar.ru;Набережные Челны, проспект Казанский, 164;+7 (8552)77-86-49 доб. 1519 ;1101650000000
ФКФ, ООО;772501001;www.dynasty.su/#/ ;Кондитерские фабрики;7733130821;sales@fcf.su;Фрязино, ул. Озерная, 6, 3;+7 (495)970-00-69 ;1037740000000
Макеенков Сергей Викторович, ИП;;mebelmak.ru ;Мебельные фабрики;6,73E+11;mebelmak@mail.ru;Смоленская область, Смоленск, Краснинское шоссе, д. 35;7481157;304673000000000
Завод ПСМ, ООО;760401001;www.powerunit.ru/ ;Машиностроительные заводы;7604223919;psm@powerunit.ru;Ярославская область, Ярославль, ул. Республиканская, 73;8800649;1127600000000
ПКФ Алди, ООО (Бухгалтерия);671401001;www.smoltex.ru ;Заводы полимерных материалов и изделий;6714022667;a.hod@smoltex.ru;Смоленская область, с. Печерск, ул. Смоленская, 9;+7 (4812)42-30-38 ;1036730000000
Кама Пермь;;zavodkama.ru/ ;Целлюлозно-бумажные комбинаты;;info@zavodkama.ru;614000, г. Пермь, ул. Монастырская, 95г;+ 7 (342)204-68-77 ;
